时间,负荷,最高温度℃,最低温度℃,平均温度℃,相对湿度(平均),降雨量（mm）
2018/10/12 9:45,7892.02144,30.6,23.3,26.9,51,0
2018/10/12 10:00,7963.149088,30.6,23.3,26.9,51,0
2018/10/12 10:15,8042.584384,30.6,23.3,26.9,51,0
2018/10/12 10:30,8097.105664,30.6,23.3,26.9,51,0
2018/10/12 10:45,8139.505984,30.6,23.3,26.9,51,0
2018/10/12 11:00,8145.663424,30.6,23.3,26.9,51,0
2018/10/12 11:15,8157.102784,30.6,23.3,26.9,51,0
2018/10/12 11:30,8034.40192,30.6,23.3,26.9,51,0
2018/10/12 11:45,7730.675296,30.6,23.3,26.9,51,0
2018/10/12 12:00,7034.36032,30.6,23.3,26.9,51,0
2018/10/12 12:15,6550.997536,30.6,23.3,26.9,51,0
2018/10/12 12:30,6541.312192,30.6,23.3,26.9,51,0
2018/10/12 12:45,6588.490048,30.6,23.3,26.9,51,0
2018/10/12 13:00,6598.510048,30.6,23.3,26.9,51,0
2018/10/12 13:15,6714.224704,30.6,23.3,26.9,51,0
2018/10/12 13:30,7004.084704,30.6,23.3,26.9,51,0
2018/10/12 13:45,7528.102624,30.6,23.3,26.9,51,0
2018/10/12 14:00,7660.216096,30.6,23.3,26.9,51,0
2018/10/12 14:15,7833.637696,30.6,23.3,26.9,51,0
2018/10/12 14:30,7885.166368,30.6,23.3,26.9,51,0
2018/10/12 14:45,7901.406208,30.6,23.3,26.9,51,0
2018/10/12 15:00,7924.832512,30.6,23.3,26.9,51,0
2018/10/12 15:15,7946.157376,30.6,23.3,26.9,51,0
2018/10/12 15:30,7986.745984,30.6,23.3,26.9,51,0
2018/10/12 15:45,8017.18192,30.6,23.3,26.9,51,0
2018/10/12 16:00,8039.330272,30.6,23.3,26.9,51,0
2018/10/12 16:15,8076.80032,30.6,23.3,26.9,51,0
2018/10/12 16:30,8062.97968,30.6,23.3,26.9,51,0
2018/10/12 16:45,8043.574336,30.6,23.3,26.9,51,0
2018/10/12 17:00,7914.8584,30.6,23.3,26.9,51,0
2018/10/12 17:15,7758.206368,30.6,23.3,26.9,51,0
2018/10/12 17:30,7379.025184,30.6,23.3,26.9,51,0
2018/10/12 17:45,7069.33984,30.6,23.3,26.9,51,0
2018/10/12 18:00,6958.096576,30.6,23.3,26.9,51,0
2018/10/12 18:15,6962.254816,30.6,23.3,26.9,51,0
2018/10/12 18:30,7117.113472,30.6,23.3,26.9,51,0
2018/10/12 18:45,7138.651072,30.6,23.3,26.9,51,0
2018/10/12 19:00,7112.643424,30.6,23.3,26.9,51,0
2018/10/12 19:15,7088.433472,30.6,23.3,26.9,51,0
2018/10/12 19:30,7044.18016,30.6,23.3,26.9,51,0
2018/10/12 19:45,6988.073632,30.6,23.3,26.9,51,0
2018/10/12 20:00,6929.767648,30.6,23.3,26.9,51,0
2018/10/12 20:15,6967.996096,30.6,23.3,26.9,51,0
2018/10/12 20:30,6952.391392,30.6,23.3,26.9,51,0
2018/10/12 20:45,6958.646368,30.6,23.3,26.9,51,0
2018/10/12 21:00,6945.823744,30.6,23.3,26.9,51,0
2018/10/12 21:15,6941.294656,30.6,23.3,26.9,51,0
2018/10/12 21:30,6899.275936,30.6,23.3,26.9,51,0
2018/10/12 21:45,6850.408768,30.6,23.3,26.9,51,0
2018/10/12 22:00,6775.030048,30.6,23.3,26.9,51,0
2018/10/12 22:15,6699.82144,30.6,23.3,26.9,51,0
2018/10/12 22:30,6562.55872,30.6,23.3,26.9,51,0
2018/10/12 22:45,6381.765184,30.6,23.3,26.9,51,0
2018/10/12 23:00,6234.605824,30.6,23.3,26.9,51,0
2018/10/12 23:15,6025.831072,30.6,23.3,26.9,51,0
2018/10/12 23:30,5863.50016,30.6,23.3,26.9,51,0
2018/10/12 23:45,5731.627168,30.6,23.3,26.9,51,0
2018/10/13 0:00,5590.862464,28.5,22.4,25.5,44,0
2018/10/13 0:15,5548.174816,28.5,22.4,25.5,44,0
2018/10/13 0:30,5477.784544,28.5,22.4,25.5,44,0
2018/10/13 0:45,5435.053312,28.5,22.4,25.5,44,0
2018/10/13 1:00,5366.108128,28.5,22.4,25.5,44,0
2018/10/13 1:15,5325.889888,28.5,22.4,25.5,44,0
2018/10/13 1:30,5282.417056,28.5,22.4,25.5,44,0
2018/10/13 1:45,5223.325984,28.5,22.4,25.5,44,0
2018/10/13 2:00,5187.672832,28.5,22.4,25.5,44,0
2018/10/13 2:15,5158.012192,28.5,22.4,25.5,44,0
2018/10/13 2:30,5117.39872,28.5,22.4,25.5,44,0
2018/10/13 2:45,5078.433472,28.5,22.4,25.5,44,0
2018/10/13 3:00,5041.284064,28.5,22.4,25.5,44,0
2018/10/13 3:15,5014.789888,28.5,22.4,25.5,44,0
2018/10/13 3:30,4984.747168,28.5,22.4,25.5,44,0
2018/10/13 3:45,4955.445664,28.5,22.4,25.5,44,0
2018/10/13 4:00,4926.772192,28.5,22.4,25.5,44,0
2018/10/13 4:15,4897.42144,28.5,22.4,25.5,44,0
2018/10/13 4:30,4878.070048,28.5,22.4,25.5,44,0
2018/10/13 4:45,4876.212832,28.5,22.4,25.5,44,0
2018/10/13 5:00,4851.856576,28.5,22.4,25.5,44,0
2018/10/13 5:15,4871.383264,28.5,22.4,25.5,44,0
2018/10/13 5:30,4874.454016,28.5,22.4,25.5,44,0
2018/10/13 5:45,4898.448448,28.5,22.4,25.5,44,0
2018/10/13 6:00,4918.34032,28.5,22.4,25.5,44,0
2018/10/13 6:15,5012.025184,28.5,22.4,25.5,44,0
2018/10/13 6:30,5096.6992,28.5,22.4,25.5,44,0
2018/10/13 6:45,5219.789728,28.5,22.4,25.5,44,0
2018/10/13 7:00,5330.908768,28.5,22.4,25.5,44,0
2018/10/13 7:15,5474.874016,28.5,22.4,25.5,44,0
2018/10/13 7:30,5754.308608,28.5,22.4,25.5,44,0
2018/10/13 7:45,6247.79824,28.5,22.4,25.5,44,0
2018/10/13 8:00,7361.277376,28.5,22.4,25.5,44,0
2018/10/13 8:15,8426.175616,28.5,22.4,25.5,44,0
2018/10/13 8:30,8847.837856,28.5,22.4,25.5,44,0
2018/10/13 8:45,9123.545344,28.5,22.4,25.5,44,0
2018/10/13 9:00,9281.663104,28.5,22.4,25.5,44,0
2018/10/13 9:15,9412.37968,28.5,22.4,25.5,44,0
2018/10/13 9:30,9498.057856,28.5,22.4,25.5,44,0
2018/10/13 9:45,9610.976896,28.5,22.4,25.5,44,0
2018/10/13 10:00,9697.251232,28.5,22.4,25.5,44,0
2018/10/13 10:15,9763.702144,28.5,22.4,25.5,44,0
2018/10/13 10:30,9839.295616,28.5,22.4,25.5,44,0
2018/10/13 10:45,9849.463744,28.5,22.4,25.5,44,0
2018/10/13 11:00,9862.830592,28.5,22.4,25.5,44,0
2018/10/13 11:15,9833.01808,28.5,22.4,25.5,44,0
2018/10/13 11:30,9673.27936,28.5,22.4,25.5,44,0
2018/10/13 11:45,9218.663104,28.5,22.4,25.5,44,0
2018/10/13 12:00,8252.302144,28.5,22.4,25.5,44,0
2018/10/13 12:15,7418.876416,28.5,22.4,25.5,44,0
2018/10/13 12:30,7446.086368,28.5,22.4,25.5,44,0
2018/10/13 12:45,7475.886208,28.5,22.4,25.5,44,0
2018/10/13 13:00,7552.165984,28.5,22.4,25.5,44,0
2018/10/13 13:15,7793.329888,28.5,22.4,25.5,44,0
2018/10/13 13:30,8427.414016,28.5,22.4,25.5,44,0
2018/10/13 13:45,9246.102784,28.5,22.4,25.5,44,0
2018/10/13 14:00,9482.305984,28.5,22.4,25.5,44,0
2018/10/13 14:15,9683.494336,28.5,22.4,25.5,44,0
2018/10/13 14:30,9749.947168,28.5,22.4,25.5,44,0
2018/10/13 14:45,9797.653792,28.5,22.4,25.5,44,0
2018/10/13 15:00,9847.974016,28.5,22.4,25.5,44,0
2018/10/13 15:15,9908.69968,28.5,22.4,25.5,44,0
2018/10/13 15:30,9951.113152,28.5,22.4,25.5,44,0
2018/10/13 15:45,10000.73498,28.5,22.4,25.5,44,0
2018/10/13 16:00,10032.67658,28.5,22.4,25.5,44,0
2018/10/13 16:15,10100.5169,28.5,22.4,25.5,44,0
2018/10/13 16:30,10078.58973,28.5,22.4,25.5,44,0
2018/10/13 16:45,10039.76877,28.5,22.4,25.5,44,0
2018/10/13 17:00,9903.724384,28.5,22.4,25.5,44,0
2018/10/13 17:15,9702.647488,28.5,22.4,25.5,44,0
2018/10/13 17:30,9064.53904,28.5,22.4,25.5,44,0
2018/10/13 17:45,8443.574656,28.5,22.4,25.5,44,0
2018/10/13 18:00,8347.913152,28.5,22.4,25.5,44,0
2018/10/13 18:15,8535.026848,28.5,22.4,25.5,44,0
2018/10/13 18:30,8906.81968,28.5,22.4,25.5,44,0
2018/10/13 18:45,9220.808128,28.5,22.4,25.5,44,0
2018/10/13 19:00,9283.475296,28.5,22.4,25.5,44,0
2018/10/13 19:15,9293.883424,28.5,22.4,25.5,44,0
2018/10/13 19:30,9278.050912,28.5,22.4,25.5,44,0
2018/10/13 19:45,9168.523744,28.5,22.4,25.5,44,0
2018/10/13 20:00,9012.357856,28.5,22.4,25.5,44,0
2018/10/13 20:15,8974.45936,28.5,22.4,25.5,44,0
2018/10/13 20:30,8930.037856,28.5,22.4,25.5,44,0
2018/10/13 20:45,8830.59808,28.5,22.4,25.5,44,0
2018/10/13 21:00,8668.984384,28.5,22.4,25.5,44,0
2018/10/13 21:15,8508.210592,28.5,22.4,25.5,44,0
2018/10/13 21:30,8340.534976,28.5,22.4,25.5,44,0
2018/10/13 21:45,8131.673152,28.5,22.4,25.5,44,0
2018/10/13 22:00,7905.596416,28.5,22.4,25.5,44,0
2018/10/13 22:15,7675.308448,28.5,22.4,25.5,44,0
2018/10/13 22:30,7475.182144,28.5,22.4,25.5,44,0
2018/10/13 22:45,7202.554816,28.5,22.4,25.5,44,0
2018/10/13 23:00,6983.562304,28.5,22.4,25.5,44,0
2018/10/13 23:15,6708.635296,28.5,22.4,25.5,44,0
2018/10/13 23:30,6511.263424,28.5,22.4,25.5,44,0
2018/10/13 23:45,6321.383584,28.5,22.4,25.5,44,0
2018/10/14 0:00,6160.344544,27.9,21.4,24.3,49,0
2018/10/14 0:15,6067.151392,27.9,21.4,24.3,49,0
2018/10/14 0:30,5986.725184,27.9,21.4,24.3,49,0
2018/10/14 0:45,5933.88064,27.9,21.4,24.3,49,0
2018/10/14 1:00,5878.066528,27.9,21.4,24.3,49,0
2018/10/14 1:15,5851.687168,27.9,21.4,24.3,49,0
2018/10/14 1:30,5807.25856,27.9,21.4,24.3,49,0
2018/10/14 1:45,5765.993632,27.9,21.4,24.3,49,0
2018/10/14 2:00,5730.305824,27.9,21.4,24.3,49,0
2018/10/14 2:15,5689.477696,27.9,21.4,24.3,49,0
2018/10/14 2:30,5661.206368,27.9,21.4,24.3,49,0
2018/10/14 2:45,5627.914336,27.9,21.4,24.3,49,0
2018/10/14 3:00,5587.510912,27.9,21.4,24.3,49,0
2018/10/14 3:15,5547.426688,27.9,21.4,24.3,49,0
2018/10/14 3:30,5508.08032,27.9,21.4,24.3,49,0
2018/10/14 3:45,5485.073632,27.9,21.4,24.3,49,0
2018/10/14 4:00,5435.949088,27.9,21.4,24.3,49,0
2018/10/14 4:15,5414.428768,27.9,21.4,24.3,49,0
2018/10/14 4:30,5413.082944,27.9,21.4,24.3,49,0
2018/10/14 4:45,5393.856736,27.9,21.4,24.3,49,0
2018/10/14 5:00,5396.386528,27.9,21.4,24.3,49,0
2018/10/14 5:15,5374.169728,27.9,21.4,24.3,49,0
2018/10/14 5:30,5388.47968,27.9,21.4,24.3,49,0
2018/10/14 5:45,5406.108448,27.9,21.4,24.3,49,0
2018/10/14 6:00,5432.084704,27.9,21.4,24.3,49,0
2018/10/14 6:15,5508.7216,27.9,21.4,24.3,49,0
2018/10/14 6:30,5582.531392,27.9,21.4,24.3,49,0
2018/10/14 6:45,5689.345024,27.9,21.4,24.3,49,0
2018/10/14 7:00,5754.232672,27.9,21.4,24.3,49,0
2018/10/14 7:15,5898.429568,27.9,21.4,24.3,49,0
2018/10/14 7:30,6106.331392,27.9,21.4,24.3,49,0
2018/10/14 7:45,6521.71984,27.9,21.4,24.3,49,0
2018/10/14 8:00,7451.551072,27.9,21.4,24.3,49,0
2018/10/14 8:15,8485.794976,27.9,21.4,24.3,49,0
2018/10/14 8:30,8891.164384,27.9,21.4,24.3,49,0
2018/10/14 8:45,9112.377856,27.9,21.4,24.3,49,0
2018/10/14 9:00,9262.25968,27.9,21.4,24.3,49,0
2018/10/14 9:15,9380.069728,27.9,21.4,24.3,49,0
2018/10/14 9:30,9468.22192,27.9,21.4,24.3,49,0
2018/10/14 9:45,9565.783744,27.9,21.4,24.3,49,0
2018/10/14 10:00,9631.05808,27.9,21.4,24.3,49,0
2018/10/14 10:15,9703.832512,27.9,21.4,24.3,49,0
2018/10/14 10:30,9767.812192,27.9,21.4,24.3,49,0
2018/10/14 10:45,9785.59936,27.9,21.4,24.3,49,0
2018/10/14 11:00,9778.064704,27.9,21.4,24.3,49,0
2018/10/14 11:15,9764.633152,27.9,21.4,24.3,49,0
2018/10/14 11:30,9543.093472,27.9,21.4,24.3,49,0
2018/10/14 11:45,9111.572512,27.9,21.4,24.3,49,0
2018/10/14 12:00,8072.276896,27.9,21.4,24.3,49,0
2018/10/14 12:15,7325.830048,27.9,21.4,24.3,49,0
2018/10/14 12:30,7350.552832,27.9,21.4,24.3,49,0
2018/10/14 12:45,7368.594016,27.9,21.4,24.3,49,0
2018/10/14 13:00,7444.904704,27.9,21.4,24.3,49,0
2018/10/14 13:15,7685.36032,27.9,21.4,24.3,49,0
2018/10/14 13:30,8353.151872,27.9,21.4,24.3,49,0
2018/10/14 13:45,9165.430048,27.9,21.4,24.3,49,0
2018/10/14 14:00,9377.97808,27.9,21.4,24.3,49,0
2018/10/14 14:15,9573.469408,27.9,21.4,24.3,49,0
2018/10/14 14:30,9638.62096,27.9,21.4,24.3,49,0
2018/10/14 14:45,9685.433152,27.9,21.4,24.3,49,0
2018/10/14 15:00,9740.104384,27.9,21.4,24.3,49,0
2018/10/14 15:15,9772.782784,27.9,21.4,24.3,49,0
2018/10/14 15:30,9848.964064,27.9,21.4,24.3,49,0
2018/10/14 15:45,9888.817216,27.9,21.4,24.3,49,0
2018/10/14 16:00,9917.363104,27.9,21.4,24.3,49,0
2018/10/14 16:15,9959.242144,27.9,21.4,24.3,49,0
2018/10/14 16:30,9959.06032,27.9,21.4,24.3,49,0
2018/10/14 16:45,9910.004704,27.9,21.4,24.3,49,0
2018/10/14 17:00,9777.714976,27.9,21.4,24.3,49,0
2018/10/14 17:15,9536.090272,27.9,21.4,24.3,49,0
2018/10/14 17:30,8930.38192,27.9,21.4,24.3,49,0
2018/10/14 17:45,8353.512832,27.9,21.4,24.3,49,0
2018/10/14 18:00,8250.108448,27.9,21.4,24.3,49,0
2018/10/14 18:15,8453.212192,27.9,21.4,24.3,49,0
2018/10/14 18:30,8856.417856,27.9,21.4,24.3,49,0
2018/10/14 18:45,9178.967488,27.9,21.4,24.3,49,0
2018/10/14 19:00,9204.495616,27.9,21.4,24.3,49,0
2018/10/14 19:15,9265.043104,27.9,21.4,24.3,49,0
2018/10/14 19:30,9164.984704,27.9,21.4,24.3,49,0
2018/10/14 19:45,9060.18064,27.9,21.4,24.3,49,0
2018/10/14 20:00,8880.405664,27.9,21.4,24.3,49,0
2018/10/14 20:15,8837.80192,27.9,21.4,24.3,49,0
2018/10/14 20:30,8792.351872,27.9,21.4,24.3,49,0
2018/10/14 20:45,8712.34192,27.9,21.4,24.3,49,0
2018/10/14 21:00,8538.283744,27.9,21.4,24.3,49,0
2018/10/14 21:15,8399.66128,27.9,21.4,24.3,49,0
2018/10/14 21:30,8229.072832,27.9,21.4,24.3,49,0
2018/10/14 21:45,8029.735936,27.9,21.4,24.3,49,0
2018/10/14 22:00,7785.367168,27.9,21.4,24.3,49,0
2018/10/14 22:15,7578.555136,27.9,21.4,24.3,49,0
2018/10/14 22:30,7391.328448,27.9,21.4,24.3,49,0
2018/10/14 22:45,7122.8416,27.9,21.4,24.3,49,0
2018/10/14 23:00,6873.16,27.9,21.4,24.3,49,0
2018/10/14 23:15,6619.3216,27.9,21.4,24.3,49,0
2018/10/14 23:30,6412.885504,27.9,21.4,24.3,49,0
2018/10/14 23:45,6232.247488,27.9,21.4,24.3,49,0
2018/10/15 0:00,6085.60096,28.2,19.6,23.9,53,0
2018/10/15 0:15,6011.596576,28.2,19.6,23.9,53,0
2018/10/15 0:30,5935.117216,28.2,19.6,23.9,53,0
2018/10/15 0:45,5885.846848,28.2,19.6,23.9,53,0
2018/10/15 1:00,5824.83904,28.2,19.6,23.9,53,0
2018/10/15 1:15,5793.67984,28.2,19.6,23.9,53,0
2018/10/15 1:30,5756.12128,28.2,19.6,23.9,53,0
2018/10/15 1:45,5715.130048,28.2,19.6,23.9,53,0
2018/10/15 2:00,5673.913312,28.2,19.6,23.9,53,0
2018/10/15 2:15,5630.857696,28.2,19.6,23.9,53,0
2018/10/15 2:30,5587.61968,28.2,19.6,23.9,53,0
2018/10/15 2:45,5580.7384,28.2,19.6,23.9,53,0
2018/10/15 3:00,5536.30048,28.2,19.6,23.9,53,0
2018/10/15 3:15,5460.3184,28.2,19.6,23.9,53,0
2018/10/15 3:30,5457.326368,28.2,19.6,23.9,53,0
2018/10/15 3:45,5439.055936,28.2,19.6,23.9,53,0
2018/10/15 4:00,5408.942944,28.2,19.6,23.9,53,0
2018/10/15 4:15,5398.391392,28.2,19.6,23.9,53,0
2018/10/15 4:30,5385.425824,28.2,19.6,23.9,53,0
2018/10/15 4:45,5376.226528,28.2,19.6,23.9,53,0
2018/10/15 5:00,5340.537856,28.2,19.6,23.9,53,0
2018/10/15 5:15,5329.014976,28.2,19.6,23.9,53,0
2018/10/15 5:30,5355.023104,28.2,19.6,23.9,53,0
2018/10/15 5:45,5372.203264,28.2,19.6,23.9,53,0
2018/10/15 6:00,5380.662784,28.2,19.6,23.9,53,0
2018/10/15 6:15,5481.104224,28.2,19.6,23.9,53,0
2018/10/15 6:30,5556.21808,28.2,19.6,23.9,53,0
2018/10/15 6:45,5663.288608,28.2,19.6,23.9,53,0
2018/10/15 7:00,5728.00096,28.2,19.6,23.9,53,0
2018/10/15 7:15,5895.40048,28.2,19.6,23.9,53,0
2018/10/15 7:30,6131.945824,28.2,19.6,23.9,53,0
2018/10/15 7:45,6529.204864,28.2,19.6,23.9,53,0
2018/10/15 8:00,7503.123424,28.2,19.6,23.9,53,0
2018/10/15 8:15,8458.308448,28.2,19.6,23.9,53,0
2018/10/15 8:30,8829.414976,28.2,19.6,23.9,53,0
2018/10/15 8:45,9076.256896,28.2,19.6,23.9,53,0
2018/10/15 9:00,9215.375296,28.2,19.6,23.9,53,0
2018/10/15 9:15,9311.186848,28.2,19.6,23.9,53,0
2018/10/15 9:30,9408.51808,28.2,19.6,23.9,53,0
2018/10/15 9:45,9518.137216,28.2,19.6,23.9,53,0
2018/10/15 10:00,9587.55808,28.2,19.6,23.9,53,0
2018/10/15 10:15,9631.508128,28.2,19.6,23.9,53,0
2018/10/15 10:30,9679.496896,28.2,19.6,23.9,53,0
2018/10/15 10:45,9723.593152,28.2,19.6,23.9,53,0
2018/10/15 11:00,9693.486208,28.2,19.6,23.9,53,0
2018/10/15 11:15,9692.975296,28.2,19.6,23.9,53,0
2018/10/15 11:30,9524.849728,28.2,19.6,23.9,53,0
2018/10/15 11:45,9096.886528,28.2,19.6,23.9,53,0
2018/10/15 12:00,8051.685664,28.2,19.6,23.9,53,0
2018/10/15 12:15,7286.109088,28.2,19.6,23.9,53,0
2018/10/15 12:30,7310.236096,28.2,19.6,23.9,53,0
2018/10/15 12:45,7296.86032,28.2,19.6,23.9,53,0
2018/10/15 13:00,7414.197376,28.2,19.6,23.9,53,0
2018/10/15 13:15,7627.224064,28.2,19.6,23.9,53,0
2018/10/15 13:30,8232.995296,28.2,19.6,23.9,53,0
2018/10/15 13:45,9071.205664,28.2,19.6,23.9,53,0
2018/10/15 14:00,9309.910048,28.2,19.6,23.9,53,0
2018/10/15 14:15,9517.065664,28.2,19.6,23.9,53,0
2018/10/15 14:30,9572.610592,28.2,19.6,23.9,53,0
2018/10/15 14:45,9643.311232,28.2,19.6,23.9,53,0
2018/10/15 15:00,9685.705984,28.2,19.6,23.9,53,0
2018/10/15 15:15,9744.44128,28.2,19.6,23.9,53,0
2018/10/15 15:30,9779.14096,28.2,19.6,23.9,53,0
2018/10/15 15:45,9831.11872,28.2,19.6,23.9,53,0
2018/10/15 16:00,9877.304704,28.2,19.6,23.9,53,0
2018/10/15 16:15,9904.785664,28.2,19.6,23.9,53,0
2018/10/15 16:30,9915.386848,28.2,19.6,23.9,53,0
2018/10/15 16:45,9863.129728,28.2,19.6,23.9,53,0
2018/10/15 17:00,9697.78096,28.2,19.6,23.9,53,0
2018/10/15 17:15,9478.013152,28.2,19.6,23.9,53,0
2018/10/15 17:30,8874.135616,28.2,19.6,23.9,53,0
2018/10/15 17:45,8277.244384,28.2,19.6,23.9,53,0
2018/10/15 18:00,8182.692832,28.2,19.6,23.9,53,0
2018/10/15 18:15,8374.129408,28.2,19.6,23.9,53,0
2018/10/15 18:30,8732.24032,28.2,19.6,23.9,53,0
2018/10/15 18:45,9077.557216,28.2,19.6,23.9,53,0
2018/10/15 19:00,9092.870272,28.2,19.6,23.9,53,0
2018/10/15 19:15,9129.374656,28.2,19.6,23.9,53,0
2018/10/15 19:30,9093.482464,28.2,19.6,23.9,53,0
2018/10/15 19:45,9000.15904,28.2,19.6,23.9,53,0
2018/10/15 20:00,8808.674656,28.2,19.6,23.9,53,0
2018/10/15 20:15,8761.026208,28.2,19.6,23.9,53,0
2018/10/15 20:30,8720.75872,28.2,19.6,23.9,53,0
2018/10/15 20:45,8631.473152,28.2,19.6,23.9,53,0
2018/10/15 21:00,8495.60032,28.2,19.6,23.9,53,0
2018/10/15 21:15,8340.805984,28.2,19.6,23.9,53,0
2018/10/15 21:30,8178.687808,28.2,19.6,23.9,53,0
2018/10/15 21:45,7978.732672,28.2,19.6,23.9,53,0
2018/10/15 22:00,7752.787648,28.2,19.6,23.9,53,0
2018/10/15 22:15,7581.209728,28.2,19.6,23.9,53,0
2018/10/15 22:30,7362.934816,28.2,19.6,23.9,53,0
2018/10/15 22:45,7130.934016,28.2,19.6,23.9,53,0
2018/10/15 23:00,6904.108768,28.2,19.6,23.9,53,0
2018/10/15 23:15,6635.32096,28.2,19.6,23.9,53,0
2018/10/15 23:30,6451.895296,28.2,19.6,23.9,53,0
2018/10/15 23:45,6240.155296,28.2,19.6,23.9,53,0
2018/10/16 0:00,6092.730592,29.3,21.2,24.6,64,0
2018/10/16 0:15,5980.403584,29.3,21.2,24.6,64,0
2018/10/16 0:30,5916.16048,29.3,21.2,24.6,64,0
2018/10/16 0:45,5880.967168,29.3,21.2,24.6,64,0
2018/10/16 1:00,5820.197056,29.3,21.2,24.6,64,0
2018/10/16 1:15,5781.016096,29.3,21.2,24.6,64,0
2018/10/16 1:30,5760.425344,29.3,21.2,24.6,64,0
2018/10/16 1:45,5707.493152,29.3,21.2,24.6,64,0
2018/10/16 2:00,5674.368448,29.3,21.2,24.6,64,0
2018/10/16 2:15,5640.289888,29.3,21.2,24.6,64,0
2018/10/16 2:30,5616.328768,29.3,21.2,24.6,64,0
2018/10/16 2:45,5559.226528,29.3,21.2,24.6,64,0
2018/10/16 3:00,5531.617216,29.3,21.2,24.6,64,0
2018/10/16 3:15,5477.682784,29.3,21.2,24.6,64,0
2018/10/16 3:30,5484.31936,29.3,21.2,24.6,64,0
2018/10/16 3:45,5460.89872,29.3,21.2,24.6,64,0
2018/10/16 4:00,5420.33968,29.3,21.2,24.6,64,0
2018/10/16 4:15,5406.155296,29.3,21.2,24.6,64,0
2018/10/16 4:30,5384.795776,29.3,21.2,24.6,64,0
2018/10/16 4:45,5397.47968,29.3,21.2,24.6,64,0
2018/10/16 5:00,5382.082144,29.3,21.2,24.6,64,0
2018/10/16 5:15,5374.152832,29.3,21.2,24.6,64,0
2018/10/16 5:30,5381.478016,29.3,21.2,24.6,64,0
2018/10/16 5:45,5384.674336,29.3,21.2,24.6,64,0
2018/10/16 6:00,5423.08,29.3,21.2,24.6,64,0
2018/10/16 6:15,5517.04,29.3,21.2,24.6,64,0
2018/10/16 6:30,5551.682944,29.3,21.2,24.6,64,0
2018/10/16 6:45,5668.804864,29.3,21.2,24.6,64,0
2018/10/16 7:00,5758.608928,29.3,21.2,24.6,64,0
2018/10/16 7:15,5889.648928,29.3,21.2,24.6,64,0
2018/10/16 7:30,6099.62128,29.3,21.2,24.6,64,0
2018/10/16 7:45,6527.009728,29.3,21.2,24.6,64,0
2018/10/16 8:00,7415.032672,29.3,21.2,24.6,64,0
2018/10/16 8:15,8513.309728,29.3,21.2,24.6,64,0
2018/10/16 8:30,8873.436256,29.3,21.2,24.6,64,0
2018/10/16 8:45,9142.125664,29.3,21.2,24.6,64,0
2018/10/16 9:00,9284.392192,29.3,21.2,24.6,64,0
2018/10/16 9:15,9430.82032,29.3,21.2,24.6,64,0
2018/10/16 9:30,9500.316256,29.3,21.2,24.6,64,0
2018/10/16 9:45,9631.313152,29.3,21.2,24.6,64,0
2018/10/16 10:00,9700.257856,29.3,21.2,24.6,64,0
2018/10/16 10:15,9751.549408,29.3,21.2,24.6,64,0
2018/10/16 10:30,9828.116896,29.3,21.2,24.6,64,0
2018/10/16 10:45,9843.192832,29.3,21.2,24.6,64,0
2018/10/16 11:00,9845.151232,29.3,21.2,24.6,64,0
2018/10/16 11:15,9831.822784,29.3,21.2,24.6,64,0
2018/10/16 11:30,9650.652832,29.3,21.2,24.6,64,0
2018/10/16 11:45,9196.823104,29.3,21.2,24.6,64,0
2018/10/16 12:00,8155.54,29.3,21.2,24.6,64,0
2018/10/16 12:15,7378.5784,29.3,21.2,24.6,64,0
2018/10/16 12:30,7409.99872,29.3,21.2,24.6,64,0
2018/10/16 12:45,7402.787488,29.3,21.2,24.6,64,0
2018/10/16 13:00,7496.325184,29.3,21.2,24.6,64,0
2018/10/16 13:15,7711.38112,29.3,21.2,24.6,64,0
2018/10/16 13:30,8307.38032,29.3,21.2,24.6,64,0
2018/10/16 13:45,9173.4616,29.3,21.2,24.6,64,0
2018/10/16 14:00,9405.802144,29.3,21.2,24.6,64,0
2018/10/16 14:15,9660.624064,29.3,21.2,24.6,64,0
2018/10/16 14:30,9696.195616,29.3,21.2,24.6,64,0
2018/10/16 14:45,9709.624384,29.3,21.2,24.6,64,0
2018/10/16 15:00,9772.970272,29.3,21.2,24.6,64,0
2018/10/16 15:15,9832.853152,29.3,21.2,24.6,64,0
2018/10/16 15:30,9883.051552,29.3,21.2,24.6,64,0
2018/10/16 15:45,9916.614016,29.3,21.2,24.6,64,0
2018/10/16 16:00,9967.024384,29.3,21.2,24.6,64,0
2018/10/16 16:15,9981.06064,29.3,21.2,24.6,64,0
2018/10/16 16:30,9990.722464,29.3,21.2,24.6,64,0
2018/10/16 16:45,9945.317536,29.3,21.2,24.6,64,0
2018/10/16 17:00,9797.971552,29.3,21.2,24.6,64,0
2018/10/16 17:15,9570.57904,29.3,21.2,24.6,64,0
2018/10/16 17:30,8899.2616,29.3,21.2,24.6,64,0
2018/10/16 17:45,8340.205984,29.3,21.2,24.6,64,0
2018/10/16 18:00,8270.374336,29.3,21.2,24.6,64,0
2018/10/16 18:15,8486.86,29.3,21.2,24.6,64,0
2018/10/16 18:30,8807.65936,29.3,21.2,24.6,64,0
2018/10/16 18:45,9147.567808,29.3,21.2,24.6,64,0
2018/10/16 19:00,9172.888768,29.3,21.2,24.6,64,0
2018/10/16 19:15,9196.673152,29.3,21.2,24.6,64,0
